Prefijo;Descripcion;Modalidad
542975119;CALETA OLIVIA;SBT
549342619;SANTA FE;CPP
542995671;NEUQUEN;SBT
549342586;SANTA FE;CPP
549342585;SANTA FE;CPP
549386570;CONCEPCION (PROV. TUCUMAN);CPP
5492226595;CAÑUELAS;CPP
5493584457;LA CARLOTA;CPP
542946503;FRAY LUIS BELTRAN (PROV.  RIO NEGRO);SBT
549222662;CAÑUELAS;CPP
5492357431;CARLOS TEJEDOR;CPP
5492357430;CARLOS TEJEDOR;CPP
5493584460;LA CARLOTA;CPP
5492342572;BRAGADO;CPP
5493584458;LA CARLOTA;CPP
542302389;INTENDENTE ALVEAR;SBT
542984819;GENERAL ROCA (PROV.  RIO NEGRO);SBT
542984818;GENERAL ROCA (PROV.  RIO NEGRO);SBT
5492342573;BRAGADO;CPP
549342637;SANTA FE;CPP
549342618;SANTA FE;CPP
5492226597;CAÑUELAS;CPP
5493584456;LA CARLOTA;CPP
549343699;PARANA;CPP
542634258;SAN MARTIN (PROV.  MENDOZA);SBT
5493436108;PARANA;CPP
549343696;PARANA;CPP
542944745;SAN CARLOS DE BARILOCHE;SBT
542944744;SAN CARLOS DE BARILOCHE;SBT
542477390;PERGAMINO;SBT
549341718;ROSARIO;CPP
549341721;ROSARIO;CPP
549341720;ROSARIO;CPP
549341722;ROSARIO;CPP
549341717;ROSARIO;CPP
549341713;ROSARIO;CPP
549341714;ROSARIO;CPP
549341716;ROSARIO;CPP
549249403;TANDIL;CPP
549222765;LOBOS;CPP
542634257;SAN MARTIN (PROV.  MENDOZA);SBT
542224577;GLEW;SBT
5492494265;TANDIL;CPP
5492494267;TANDIL;CPP
5493436109;PARANA;CPP
542224579;GLEW;SBT
5493436987;PARANA;CPP
549343695;PARANA;CPP
5492494266;TANDIL;CPP
542664788;SAN LUIS (PROV. SAN LUIS);SBT
542664787;SAN LUIS (PROV. SAN LUIS);SBT
542963418;LOS ANTIGUOS;SBT
549341715;ROSARIO;CPP
549249404;TANDIL;CPP
542224506;GUERNICA;SBT
549226220;NECOCHEA;CPP
549226221;NECOCHEA;CPP
542804883;PUERTO MADRYN;SBT
5493846417;TINTINA;CPP
5493846419;TINTINA;CPP
5493846418;TINTINA;CPP
542478549;ARRECIFES;SBT
543402562;ARROYO SECO;SBT
542804882;PUERTO MADRYN;SBT
542304245;PILAR (PROV.  BUENOS AIRES);SBT
542304218;PILAR (PROV.  BUENOS AIRES);SBT
542304219;PILAR (PROV.  BUENOS AIRES);SBT
542804947;RAWSON (PROV.  CHUBUT);SBT
549341712;ROSARIO;CPP
549341711;ROSARIO;CPP
549341708;ROSARIO;CPP
5493436989;PARANA;CPP
549343697;PARANA;CPP
5493436988;PARANA;CPP
542477391;PERGAMINO;SBT
542804949;PLAYA UNION;SBT
549341710;ROSARIO;CPP
542224507;GUERNICA;SBT
549341719;ROSARIO;CPP
542224578;GLEW;SBT
542224508;GUERNICA;SBT
542227634;ROQUE PEREZ;SBT
542475498;ROJAS;SBT
5492494264;TANDIL;CPP
549341709;ROSARIO;CPP
542920388;BALNEARIO EL CONDOR;SBT
543407525;RAMALLO;SBT
542204319;VILLARS;SBT
542604069;MALARGÜE;SBT
542996752;AÑELO;SBT
5492323205;LUJAN (PROV.  BUENOS AIRES);CPP
5492323206;LUJAN (PROV.  BUENOS AIRES);CPP
5492323207;LUJAN (PROV.  BUENOS AIRES);CPP
542314566;BOLIVAR;SBT
5492323208;LUJAN (PROV.  BUENOS AIRES);CPP
5492323209;LUJAN (PROV.  BUENOS AIRES);CPP
549232321;LUJAN (PROV.  BUENOS AIRES);CPP
5492254588;PINAMAR;CPP
5492227639;LOBOS;CPP
5492254591;PINAMAR;CPP
542995670;NEUQUEN;SBT
5492227638;LOBOS;CPP
5492227637;LOBOS;CPP
549236473;JUNIN (PROV.  BUENOS AIRES);CPP
542962485;TRES LAGOS;SBT
5492364298;JUNIN (PROV.  BUENOS AIRES);CPP
5492355678;LINCOLN;CPP
549235561;LINCOLN;CPP
5492355679;LINCOLN;CPP
542996549;SAN PATRICIO DEL CHAÑAR;SBT
542942334;ZAPALA;SBT
542942335;ZAPALA;SBT
549222764;LOBOS;CPP
542984276;GENERAL ROCA (PROV.  RIO NEGRO);SBT
5492254587;PINAMAR;CPP
542317610;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542475443;ROJAS;SBT
542317613;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542204882;GENERAL LAS HERAS;SBT
542317612;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542604226;SAN RAFAEL (PROV. MENDOZA);SBT
542317611;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542984275;GENERAL ROCA (PROV.  RIO NEGRO);SBT
549298338;TRES ARROYOS;CPP
549298339;TRES ARROYOS;CPP
542358427;LOS TOLDOS (PROV.  BUENOS AIRES);SBT
542946504;LAMARQUE;SBT
5492494263;TANDIL;CPP
542604227;SAN RAFAEL (PROV. MENDOZA);SBT
542954210;SANTA ROSA (PROV.  LA PAMPA);SBT
542317614;9 DE JULIO (PROV.  BUENOS AIRES);SBT
5492254590;PINAMAR;CPP
5492254586;PINAMAR;CPP
5492254585;PINAMAR;CPP
542954211;SANTA ROSA (PROV.  LA PAMPA);SBT
542634296;RIVADAVIA (PROV.  MENDOZA);SBT
5492254589;PINAMAR;CPP
543407459;VILLA RAMALLO;SBT
5423555601;LINCOLN;SBT
543434990;PARANA;SBT
543434777;PARANA;SBT
5423555603;LINCOLN;SBT
543434778;PARANA;SBT
5423555604;LINCOLN;SBT
543434991;PARANA;SBT
543434779;PARANA;SBT
54348429;ESCOBAR;SBT
5423555600;LINCOLN;SBT
543435467;NOGOYA;SBT
542226637;CAÑUELAS;SBT
542236505;MAR DEL PLATA;SBT
542236506;MAR DEL PLATA;SBT
542236507;MAR DEL PLATA;SBT
542236508;MAR DEL PLATA;SBT
542236509;MAR DEL PLATA;SBT
5423555602;LINCOLN;SBT
542323237;LUJAN (PROV.  BUENOS AIRES);SBT
542216509;LA PLATA;SBT
5423564191;GENERAL PINTO;SBT
542323238;LUJAN (PROV.  BUENOS AIRES);SBT
543517213;CORDOBA;SBT
543517212;CORDOBA;SBT
542323239;LUJAN (PROV.  BUENOS AIRES);SBT
542323236;LUJAN (PROV.  BUENOS AIRES);SBT
542323232;LUJAN (PROV.  BUENOS AIRES);SBT
542323235;LUJAN (PROV.  BUENOS AIRES);SBT
54237425;MORENO;SBT
543517215;CORDOBA;SBT
543834830;CATAMARCA;SBT
543834831;CATAMARCA;SBT
5434454993;BASAVILBASO;SBT
5434454996;BASAVILBASO;SBT
542323230;LUJAN (PROV.  BUENOS AIRES);SBT
542320265;JOSE C. PAZ;SBT
543804787;LA RIOJA;SBT
543804788;LA RIOJA;SBT
543804789;LA RIOJA;SBT
542216505;LA PLATA;SBT
542304230;PILAR (PROV.  BUENOS AIRES);SBT
54237426;GENERAL RODRIGUEZ;SBT
542323231;LUJAN (PROV.  BUENOS AIRES);SBT
542202615;GONZALEZ CATAN;SBT
543804786;LA RIOJA;SBT
542216508;LA PLATA;SBT
542216507;LA PLATA;SBT
542216506;LA PLATA;SBT
542323233;LUJAN (PROV.  BUENOS AIRES);SBT
5423564190;GENERAL PINTO;SBT
542323234;LUJAN (PROV.  BUENOS AIRES);SBT
543815969;SAN MIGUEL DE TUCUMAN;SBT
54221659;LA PLATA;SBT
543856795;SANTIAGO DEL ESTERO;SBT
543856793;SANTIAGO DEL ESTERO;SBT
543856794;SANTIAGO DEL ESTERO;SBT
542983676;TRES ARROYOS;SBT
543436460;VICTORIA;SBT
542944748;VILLA LA ANGOSTURA;SBT
54112208;AMBA;SBT
54351725;CORDOBA;SBT
543517968;CORDOBA;SBT
543517967;CORDOBA;SBT
543517966;CORDOBA;SBT
542944749;SAN CARLOS DE BARILOCHE;SBT
543517969;CORDOBA;SBT
543426333;SANTA FE;SBT
542213137;LA PLATA;SBT
542213136;LA PLATA;SBT
542213138;LA PLATA;SBT
542213139;LA PLATA;SBT
542213135;LA PLATA;SBT
54341237;ROSARIO;SBT
543417020;ROSARIO;SBT
543417021;ROSARIO;SBT
543417023;ROSARIO;SBT
543417022;ROSARIO;SBT
543417024;ROSARIO;SBT
543517965;CORDOBA;SBT
543815967;SAN MIGUEL DE TUCUMAN;SBT
543412353;ROSARIO;SBT
543412350;ROSARIO;SBT
543412354;ROSARIO;SBT
543412351;ROSARIO;SBT
543412352;ROSARIO;SBT
543876072;SALTA;SBT
543876070;SALTA;SBT
543876071;SALTA;SBT
543876073;SALTA;SBT
543876074;SALTA;SBT
543426331;SANTA FE;SBT
543856796;SANTIAGO DEL ESTERO;SBT
543815968;SAN MIGUEL DE TUCUMAN;SBT
543856797;SANTIAGO DEL ESTERO;SBT
543885917;SAN SALVADOR DE JUJUY;SBT
543885918;SAN SALVADOR DE JUJUY;SBT
543489314;CAMPANA;SBT
543885915;SAN SALVADOR DE JUJUY;SBT
543885916;SAN SALVADOR DE JUJUY;SBT
543885919;SAN SALVADOR DE JUJUY;SBT
543426330;SANTA FE;SBT
5434454995;BASAVILBASO;SBT
543517214;CORDOBA;SBT
543426332;SANTA FE;SBT
543426334;SANTA FE;SBT
542304229;PILAR (PROV.  BUENOS AIRES);SBT
543815966;SAN MIGUEL DE TUCUMAN;SBT
5434454992;BASAVILBASO;SBT
542915200;BAHIA BLANCA;SBT
54341234;ROSARIO;SBT
54261379;MENDOZA;SBT
54113746;AMBA;SBT
54351722;CORDOBA;SBT
54112037;AMBA;SBT
54112036;AMBA;SBT
543517216;CORDOBA;SBT
5434454994;BASAVILBASO;SBT
543543673;ARGÜELLO;SBT
54220418;LIBERTAD;SBT
543543670;ARGÜELLO;SBT
54220416;LIBERTAD;SBT
543434842;PARANA;SBT
542304379;PILAR (PROV.  BUENOS AIRES);SBT
54220419;LIBERTAD;SBT
543487397;LIMA;SBT
54221330;LA PLATA;SBT
54221322;LA PLATA;SBT
54221333;LA PLATA;SBT
54221339;LA PLATA;SBT
54221334;LA PLATA;SBT
54221335;LA PLATA;SBT
54221332;LA PLATA;SBT
54221325;LA PLATA;SBT
542324608;MERCEDES (PROV.  BUENOS AIRES);SBT
542613599;MENDOZA;SBT
542612606;MENDOZA;SBT
54221331;LA PLATA;SBT
54220417;LIBERTAD;SBT
543512988;CORDOBA;SBT
542914876;BAHIA BLANCA;SBT
54221321;LA PLATA;SBT
543412066;ROSARIO;SBT
54221338;LA PLATA;SBT
543412068;ROSARIO;SBT
543412067;ROSARIO;SBT
543412069;ROSARIO;SBT
543412065;ROSARIO;SBT
54232337;LUJAN (PROV.  BUENOS AIRES);SBT
542216455;LA PLATA;SBT
54221327;LA PLATA;SBT
543487398;LIMA;SBT
543512985;CORDOBA;SBT
542216458;LA PLATA;SBT
542216456;LA PLATA;SBT
542216457;LA PLATA;SBT
54221311;LISANDRO OLMOS;SBT
542236314;MAR DEL PLATA;SBT
542216459;LA PLATA;SBT
54221336;LA PLATA;SBT
543487399;LIMA;SBT
543487396;LIMA;SBT
54232338;LUJAN (PROV.  BUENOS AIRES);SBT
54348403;ESCOBAR;SBT
542236312;MAR DEL PLATA;SBT
542320210;DEL VISO;SBT
542320211;DEL VISO;SBT
542320212;DEL VISO;SBT
542320213;DEL VISO;SBT
542320214;DEL VISO;SBT
54230407;DERQUI;SBT
543484278;DIQUE LUJAN;SBT
54222952;EL PATO;SBT
54348404;ESCOBAR;SBT
54348400;ESCOBAR;SBT
54222658;CAÑUELAS;SBT
54348402;ESCOBAR;SBT
54348937;CAMPANA;SBT
54237421;FRANCISCO ALVAREZ;SBT
54232037;JOSE C. PAZ;SBT
54348405;GARIN;SBT
54237422;GENERAL RODRIGUEZ;SBT
54222458;GLEW;SBT
54220258;GONZALEZ CATAN;SBT
54348406;INGENIERO MASCHWITZ;SBT
54220257;GONZALEZ CATAN;SBT
54220256;GONZALEZ CATAN;SBT
54220255;GONZALEZ CATAN;SBT
54232023;GRAND BOURG;SBT
54348401;ESCOBAR;SBT
54230406;LA LONJA;SBT
542236310;MAR DEL PLATA;SBT
54221328;LA PLATA;SBT
542236313;MAR DEL PLATA;SBT
54222459;GUERNICA;SBT
543512989;CORDOBA;SBT
542236311;MAR DEL PLATA;SBT
543543671;ARGÜELLO;SBT
543543672;ARGÜELLO;SBT
543543674;ARGÜELLO;SBT
54221326;LA PLATA;SBT
54221324;LA PLATA;SBT
54227444;CARLOS SPEGAZZINI;SBT
543512987;CORDOBA;SBT
54221323;LA PLATA;SBT
54348407;MAQUINISTA SAVIO;SBT
54222950;JUAN MARIA GUTIERREZ;SBT
54348408;MATHEU;SBT
54232020;JOSE C. PAZ;SBT
54232039;JOSE C. PAZ;SBT
54221329;LA PLATA;SBT
54221337;LA PLATA;SBT
54232038;JOSE C. PAZ;SBT
542213125;BARRIO PARQUE SICARDI;SBT
54332755;BENAVIDEZ;SBT
54348938;CAMPANA;SBT
542323300;LUJAN (PROV.  BUENOS AIRES);SBT
543425652;SANTA FE;SBT
542225472;SAN VICENTE (PROV.  BUENOS AIRES);SBT
542225478;SAN VICENTE (PROV.  BUENOS AIRES);SBT
54220428;PONTEVEDRA;SBT
54230400;PILAR (PROV.  BUENOS AIRES);SBT
54113745;AMBA;SBT
543425654;SANTA FE;SBT
543425653;SANTA FE;SBT
542226591;ALEJANDRO PETION;SBT
543425651;SANTA FE;SBT
542225475;SAN VICENTE (PROV.  BUENOS AIRES);SBT
542213120;ABASTO;SBT
542213124;ABASTO;SBT
542213123;ABASTO;SBT
542213122;ABASTO;SBT
542213121;ABASTO;SBT
54222546;ALEJANDRO KORN;SBT
542226590;ALEJANDRO PETION;SBT
543425650;SANTA FE;SBT
54230405;VILLA ROSA;SBT
54221320;LA PLATA;SBT
543487337;ZARATE;SBT
542374653;GENERAL RODRIGUEZ;SBT
542320304;TORTUGUITAS;SBT
543462370;VENADO TUERTO;SBT
543484279;ZELAYA;SBT
543489309;CAMPANA;SBT
542225474;SAN VICENTE (PROV.  BUENOS AIRES);SBT
54348724;ZARATE;SBT
543484225;ESCOBAR;SBT
54232022;TORTUGUITAS;SBT
543512986;CORDOBA;SBT
542225473;SAN VICENTE (PROV.  BUENOS AIRES);SBT
542225479;SAN VICENTE (PROV.  BUENOS AIRES);SBT
54220473;MARCOS PAZ;SBT
542225477;SAN VICENTE (PROV.  BUENOS AIRES);SBT
542225470;SAN VICENTE (PROV.  BUENOS AIRES);SBT
542225471;SAN VICENTE (PROV.  BUENOS AIRES);SBT
54348725;ZARATE;SBT
543327502;BENAVIDEZ;SBT
542225476;SAN VICENTE (PROV.  BUENOS AIRES);SBT
54220427;MERLO (PROV.  BUENOS AIRES);SBT
54220426;MERLO (PROV.  BUENOS AIRES);SBT
54220425;MERLO (PROV.  BUENOS AIRES);SBT
54220424;MERLO (PROV.  BUENOS AIRES);SBT
54220423;MERLO (PROV.  BUENOS AIRES);SBT
54381323;SAN MIGUEL DE TUCUMAN;SBT
54237450;MORENO;SBT
54237453;MORENO;SBT
54237454;MORENO;SBT
54220429;MARIANO ACOSTA;SBT
54237451;MORENO;SBT
54230403;PILAR (PROV.  BUENOS AIRES);SBT
542996360;LAS PERLAS;SBT
54230402;PILAR (PROV.  BUENOS AIRES);SBT
54230401;PILAR (PROV.  BUENOS AIRES);SBT
54230404;PILAR (PROV.  BUENOS AIRES);SBT
54230408;PARQUE INDUSTRIAL PILAR;SBT
54237452;MORENO;SBT
542644780;SAN JUAN;SBT
543465451;FIRMAT;SBT
543777344;BELLA VISTA (PROV.  CORRIENTES);SBT
543465454;FIRMAT;SBT
542262688;NECOCHEA;SBT
542644783;SAN JUAN;SBT
543382486;RUFINO;SBT
542644782;SAN JUAN;SBT
542302687;GENERAL PICO;SBT
542262686;NECOCHEA;SBT
542302686;GENERAL PICO;SBT
543777340;BELLA VISTA (PROV.  CORRIENTES);SBT
543465453;FIRMAT;SBT
543777347;GOYA;SBT
542644784;SAN JUAN;SBT
542317560;9 DE JULIO (PROV.  BUENOS AIRES);SBT
543462346;VENADO TUERTO;SBT
543462345;VENADO TUERTO;SBT
543462347;VENADO TUERTO;SBT
543462348;VENADO TUERTO;SBT
543462349;VENADO TUERTO;SBT
543777341;BELLA VISTA (PROV.  CORRIENTES);SBT
542984257;GENERAL ROCA (PROV.  RIO NEGRO);SBT
543465450;FIRMAT;SBT
542262696;NECOCHEA;SBT
542644781;SAN JUAN;SBT
542262689;NECOCHEA;SBT
543465452;FIRMAT;SBT
542262687;NECOCHEA;SBT
542317564;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542984256;GENERAL ROCA (PROV.  RIO NEGRO);SBT
543482335;RECONQUISTA;SBT
543482338;RECONQUISTA;SBT
542984255;GENERAL ROCA (PROV.  RIO NEGRO);SBT
543777348;GOYA;SBT
542984258;GENERAL ROCA (PROV.  RIO NEGRO);SBT
542984259;GENERAL ROCA (PROV.  RIO NEGRO);SBT
543482337;RECONQUISTA;SBT
543777346;GOYA;SBT
54113719;AMBA;SBT
543777345;GOYA;SBT
543777343;BELLA VISTA (PROV.  CORRIENTES);SBT
543482339;RECONQUISTA;SBT
543777349;GOYA;SBT
543482336;RECONQUISTA;SBT
542317563;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542355545;LINCOLN;SBT
542314506;BOLIVAR;SBT
542342535;BRAGADO;SBT
542355546;LINCOLN;SBT
542355548;LINCOLN;SBT
543777342;BELLA VISTA (PROV.  CORRIENTES);SBT
542342539;BRAGADO;SBT
542355547;LINCOLN;SBT
542302688;GENERAL PICO;SBT
542342537;BRAGADO;SBT
542317562;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542355549;LINCOLN;SBT
542302689;GENERAL PICO;SBT
543471642;CAÑADA DE GOMEZ;SBT
543471643;CAÑADA DE GOMEZ;SBT
543534740;VILLA NUEVA (PROV. CORDOBA);SBT
543534741;VILLA NUEVA (PROV. CORDOBA);SBT
543382484;RUFINO;SBT
543471639;CAÑADA DE GOMEZ;SBT
543471644;CAÑADA DE GOMEZ;SBT
543471645;CAÑADA DE GOMEZ;SBT
542317561;9 DE JULIO (PROV.  BUENOS AIRES);SBT
542314508;BOLIVAR;SBT
543534742;VILLA NUEVA (PROV. CORDOBA);SBT
543437474;LA PAZ (PROV.  ENTRE RIOS);SBT
543534744;VILLA NUEVA (PROV. CORDOBA);SBT
543437473;LA PAZ (PROV.  ENTRE RIOS);SBT
543382487;RUFINO;SBT
542314504;BOLIVAR;SBT
542314507;BOLIVAR;SBT
543382485;RUFINO;SBT
543464603;CASILDA;SBT
543464602;CASILDA;SBT
543464600;CASILDA;SBT
543464604;CASILDA;SBT
542342536;BRAGADO;SBT
543437472;LA PAZ (PROV.  ENTRE RIOS);SBT
542314505;BOLIVAR;SBT
543437471;LA PAZ (PROV.  ENTRE RIOS);SBT
542342538;BRAGADO;SBT
543437470;LA PAZ (PROV.  ENTRE RIOS);SBT
543382488;RUFINO;SBT
543534743;VILLA NUEVA (PROV. CORDOBA);SBT
543464601;CASILDA;SBT
54351709;CORDOBA;SBT
54223637;MAR DEL PLATA;SBT
542613547;MAIPU (PROV.  MENDOZA);SBT
54341219;ROSARIO;SBT
542613554;LUJAN DE CUYO;SBT
542613553;LUJAN DE CUYO;SBT
542613550;LUJAN DE CUYO;SBT
542613551;LUJAN DE CUYO;SBT
542613552;LUJAN DE CUYO;SBT
54342571;SANTA FE;SBT
542204755;MARCOS PAZ;SBT
542236429;LA BRAVA (PROV. BUENOS AIRES);SBT
542236449;PLAYA CHAPADMALAL;SBT
542304202;PARQUE INDUSTRIAL PILAR;SBT
543794974;CORRIENTES;SBT
542304203;PARQUE INDUSTRIAL PILAR;SBT
542304204;PARQUE INDUSTRIAL PILAR;SBT
542304206;PARQUE INDUSTRIAL PILAR;SBT
542613545;MAIPU (PROV.  MENDOZA);SBT
542204756;MARCOS PAZ;SBT
54291517;BAHIA BLANCA;SBT
542204754;MARCOS PAZ;SBT
542204753;MARCOS PAZ;SBT
542613549;MAIPU (PROV.  MENDOZA);SBT
542613546;MAIPU (PROV.  MENDOZA);SBT
542613548;MAIPU (PROV.  MENDOZA);SBT
542236428;BATAN;SBT
54113839;AMBA;SBT
542204757;MARCOS PAZ;SBT
542245533;CASTELLI;SBT
542804743;TRELEW;SBT
542804747;PUERTO MADRYN;SBT
542236521;MAR DEL PLATA;SBT
542236522;MAR DEL PLATA;SBT
542236523;MAR DEL PLATA;SBT
542245534;CASTELLI;SBT
542804744;TRELEW;SBT
542804740;TRELEW;SBT
542304205;PARQUE INDUSTRIAL PILAR;SBT
543856091;SANTIAGO DEL ESTERO;SBT
542804742;TRELEW;SBT
542236447;SIERRA DE LOS PADRES;SBT
542236524;MAR DEL PLATA;SBT
542323697;LUJAN (PROV.  BUENOS AIRES);SBT
542323694;LUJAN (PROV.  BUENOS AIRES);SBT
542236525;MAR DEL PLATA;SBT
542323696;LUJAN (PROV.  BUENOS AIRES);SBT
542323698;LUJAN (PROV.  BUENOS AIRES);SBT
542323695;LUJAN (PROV.  BUENOS AIRES);SBT
542804748;PUERTO MADRYN;SBT
542804746;PUERTO MADRYN;SBT
542804741;TRELEW;SBT
542304209;PARQUE INDUSTRIAL PILAR;SBT
542613540;CHACRAS DE CORIA;SBT
542236427;ESTACION CAMET;SBT
542804745;PUERTO MADRYN;SBT
542804749;PUERTO MADRYN;SBT
542613542;CHACRAS DE CORIA;SBT
543856092;SANTIAGO DEL ESTERO;SBT
542613541;CHACRAS DE CORIA;SBT
542304208;PARQUE INDUSTRIAL PILAR;SBT
542304207;PARQUE INDUSTRIAL PILAR;SBT
542304210;PARQUE INDUSTRIAL PILAR;SBT
542304211;PARQUE INDUSTRIAL PILAR;SBT
542261422;SAN MANUEL (PROV.  BUENOS AIRES);SBT
542236448;SANTA CLARA DEL MAR;SBT
543856090;SANTIAGO DEL ESTERO;SBT
542261421;NAPALEOFU;SBT
543856094;SANTIAGO DEL ESTERO;SBT
543856093;SANTIAGO DEL ESTERO;SBT
542613543;CHACRAS DE CORIA;SBT
542613544;CHACRAS DE CORIA;SBT
543562498;SAN GUILLERMO;SBT
5438544909;CHOYA (PROV. SANTIAGO DEL ESTERO);SBT
543491486;CERES;SBT
542334418;EDUARDO CASTEX;SBT
542946424;FRAY LUIS BELTRAN (PROV.  RIO NEGRO);SBT
543843409;QUIMILI;SBT
543731560;CHARATA;SBT
543465439;FIRMAT;SBT
543425738;FRANCK;SBT
542946422;CHOELE CHOEL;SBT
543644318;PRESIDENCIA ROQUE SAENZ PEÑA;SBT
542946425;FRAY LUIS BELTRAN (PROV.  RIO NEGRO);SBT
543405495;SAN JAVIER (PROV.  SANTA FE);SBT
542334419;EDUARDO CASTEX;SBT
543493469;SUNCHALES;SBT
542946423;CHOELE CHOEL;SBT
543404558;SAN JERONIMO NORTE;SBT
543878571;DRAGONES;SBT
543493468;SUNCHALES;SBT
543476627;TIMBUES;SBT
543644319;QUITILIPI;SBT
543408454;SAN CRISTOBAL;SBT
543468579;CORRAL DE BUSTOS;SBT
543468578;CORRAL DE BUSTOS;SBT
543482351;LAS TOSCAS (PROV. SANTA FE);SBT
542953408;MACACHIN;SBT
542345494;25 DE MAYO (PROV.  BUENOS AIRES);SBT
541153816;AMBA;SBT
541153817;AMBA;SBT
542235841;SANTA CELINA;SBT
543731529;GENERAL PINEDO;SBT
543731561;LAS BREÑAS;SBT
542345492;25 DE MAYO (PROV.  BUENOS AIRES);SBT
543491488;TOSTADO;SBT
543491487;TOSTADO;SBT
543562499;SAN GUILLERMO;SBT
542953409;MACACHIN;SBT
543564351;PORTEÑA;SBT
543564352;PORTEÑA;SBT
542946427;LAMARQUE;SBT
543425737;SAN JOSE DEL RINCON;SBT
542946426;LAMARQUE;SBT
5493498538;GOBERNADOR CRESPO;CPP
5493489234;CAMPANA;CPP
54934984683;GOBERNADOR CRESPO;CPP
5493471328;CAÑADA DE GOMEZ;CPP
5493834093;CATAMARCA;CPP
5493445572;ROSARIO DEL TALA;CPP
54934984688;GOBERNADOR CRESPO;CPP
5493846446;CAMPO GALLO;CPP
54934984686;GOBERNADOR CRESPO;CPP
54934984684;GOBERNADOR CRESPO;CPP
5493498539;GOBERNADOR CRESPO;CPP
5493445571;ROSARIO DEL TALA;CPP
5493445570;ROSARIO DEL TALA;CPP
5493471327;CAÑADA DE GOMEZ;CPP
5493846443;CAMPO GALLO;CPP
5493834091;CATAMARCA;CPP
5493834092;CATAMARCA;CPP
5493834094;CATAMARCA;CPP
549383408;CATAMARCA;CPP
5493834095;CATAMARCA;CPP
5493445558;ROSARIO DEL TALA;CPP
54934984689;GOBERNADOR CRESPO;CPP
5493846441;CAMPO GALLO;CPP
54934984687;GOBERNADOR CRESPO;CPP
5493445559;ROSARIO DEL TALA;CPP
5493846444;CAMPO GALLO;CPP
5493846445;CAMPO GALLO;CPP
5493834090;CATAMARCA;CPP
5493846440;CAMPO GALLO;CPP
5493846442;CAMPO GALLO;CPP
5493491562;ARRUFO;CPP
5493835551;ANDALGALA;CPP
5492901638;USHUAIA;CPP
5492901637;USHUAIA;CPP
5493758564;APOSTOLES;CPP
5493758566;APOSTOLES;CPP
5493758565;APOSTOLES;CPP
549385746;BANDERA;CPP
5493758561;APOSTOLES;CPP
5492622378;TUNUYAN;CPP
5493491563;ARRUFO;CPP
5493491549;ARRUFO;CPP
5493491561;ARRUFO;CPP
5493491560;ARRUFO;CPP
549349155;ARRUFO;CPP
5493491548;ARRUFO;CPP
5493491547;ARRUFO;CPP
549375854;APOSTOLES;CPP
5492622317;TUNUYAN;CPP
5493844580;AÑATUYA;CPP
5493844582;AÑATUYA;CPP
5493844583;AÑATUYA;CPP
549384457;AÑATUYA;CPP
5493844584;AÑATUYA;CPP
5493844585;AÑATUYA;CPP
5493844586;AÑATUYA;CPP
5492901639;USHUAIA;CPP
5493844581;AÑATUYA;CPP
5493758563;APOSTOLES;CPP
5493835555;ANDALGALA;CPP
5493758560;APOSTOLES;CPP
5493835554;ANDALGALA;CPP
5493758562;APOSTOLES;CPP
5493835553;ANDALGALA;CPP
5493835552;ANDALGALA;CPP
5493466497;BARRANCAS (PROV.  SANTA FE);CPP
549384454;AÑATUYA;CPP
54937814193;CAA CATI;CPP
5493741445;BERNARDO DE IRIGOYEN;CPP
5493741447;BERNARDO DE IRIGOYEN;CPP
5493781440;CAA CATI;CPP
54937814191;CAA CATI;CPP
54937814192;CAA CATI;CPP
54937814194;CAA CATI;CPP
5493857435;BANDERA;CPP
54937814190;CAA CATI;CPP
5493741442;BERNARDO DE IRIGOYEN;CPP
5493483516;VERA;CPP
5493489232;CAMPANA;CPP
5493489237;CAMPANA;CPP
5493489236;CAMPANA;CPP
5493489235;CAMPANA;CPP
5493489233;CAMPANA;CPP
5493489231;CAMPANA;CPP
5493781441;CAA CATI;CPP
5493876399;SALTA;CPP
549387212;SALTA;CPP
5493876395;SALTA;CPP
5493876396;SALTA;CPP
5493876397;SALTA;CPP
5493876398;SALTA;CPP
549387218;SALTA;CPP
549387216;SALTA;CPP
5493741444;BERNARDO DE IRIGOYEN;CPP
549387211;SALTA;CPP
5493741443;BERNARDO DE IRIGOYEN;CPP
549387217;SALTA;CPP
549387213;SALTA;CPP
549387214;SALTA;CPP
549387215;SALTA;CPP
549387210;SALTA;CPP
5493741446;BERNARDO DE IRIGOYEN;CPP
5493489230;CAMPANA;CPP
549387219;SALTA;CPP
5493465488;FIRMAT;CPP
5493743584;PUERTO RICO;CPP
549374359;PUERTO RICO;CPP
549374360;PUERTO RICO;CPP
5493743583;PUERTO RICO;CPP
5493743585;PUERTO RICO;CPP
5493835550;ANDALGALA;CPP
54934544734;FEDERAL;CPP
549117175;AMBA;CPP
5493454471;FEDERAL;CPP
5493454470;FEDERAL;CPP
54934544732;FEDERAL;CPP
